"","year","variable","Coverage","dlm.geomean","dlm.lower","dlm.upper","fixed.effects","lower.whisker","q.25","median","q.75","upper.whisker"
"109",1980,"SSBvSSB",0.671276595744681,0.90851203722868,0.876662735405787,0.941518429441798,0.880832196842854,3.66225839267548e-05,0.389856808261471,0.784452296819788,1.42863610149942,2
"110",1981,"SSBvSSB",0.703191489361702,0.879034187216918,0.850198734418207,0.908847627049068,0.83004661934783,6.84931506849315e-05,0.389847715736041,0.793203883495146,1.36712749615975,2
"111",1982,"SSBvSSB",0.706382978723404,0.896182337727202,0.867212863275438,0.926119545114618,0.870244846854879,0.002,0.395116926148553,0.814533433795672,1.36952837140752,2
"112",1983,"SSBvSSB",0.735106382978723,0.836184496476228,0.810693944839057,0.862476544444911,0.787199115471278,6.84931506849315e-05,0.379062606910708,0.764137931034483,1.29098143236074,2
"113",1984,"SSBvSSB",0.731914893617021,0.886165293296456,0.859287144327981,0.913884179725907,0.865413627934691,3.84615384615385e-05,0.43031746031746,0.812375285222138,1.317699715177,2
"114",1985,"SSBvSSB",0.756382978723404,0.880869096864786,0.855499442700346,0.906991082731971,0.831177026860996,6.84931506849315e-05,0.4234739054604,0.875,1.40034741489541,2
"115",1986,"SSBvSSB",0.752127659574468,0.862655825671886,0.837757573238869,0.888294057060654,0.818249858977975,0,0.415108109157253,0.824242424242424,1.34671317606444,2
"116",1987,"SSBvSSB",0.770212765957447,0.787024357043038,0.765161842993524,0.809511535697748,0.744901117362764,0,0.364267770060588,0.766032454648526,1.30085523986546,2
"117",1988,"SSBvSSB",0.764893617021277,0.815834890492058,0.793068531393071,0.83925479602002,0.782514299811524,0,0.386334435746746,0.785714285714286,1.31914749224405,2
"118",1989,"SSBvSSB",0.782978723404255,0.780083854936897,0.759204647559162,0.801537270207226,0.748212407664491,0,0.376545118669933,0.755902777777778,1.25067056024227,2
"119",1990,"SSBvSSB",0.770212765957447,0.81952793627224,0.79707283558617,0.842615641062112,0.790372744498511,0.0025,0.395637198622273,0.7548094639866,1.26115357510706,2
"120",1991,"SSBvSSB",0.801063829787234,0.797430062584927,0.777197689524306,0.818189134225821,0.769202317964484,0,0.408955223880597,0.778242677824268,1.23976608187134,2
"121",1992,"SSBvSSB",0.790425531914894,0.814352257777336,0.793272387658368,0.835992289741271,0.774338264998994,0.000488301119023398,0.40718128149646,0.742081447963801,1.25501362276118,2
"122",1993,"SSBvSSB",0.821276595744681,0.737918347801702,0.720399610359971,0.755863107352742,0.697956316283519,0,0.403910645037959,0.720611093367401,1.21025336803429,2
"123",1994,"SSBvSSB",0.815957446808511,0.794245824070171,0.775227010035381,0.813731230835358,0.762058717403995,0,0.427272128800253,0.769230769230769,1.21539085728819,2
"124",1995,"SSBvSSB",0.835106382978723,0.740269211584789,0.723555639436645,0.757368854241855,0.698969044260979,0,0.385929648241206,0.748051948051948,1.23923444976077,2
"125",1996,"SSBvSSB",0.829787234042553,0.795385965841078,0.777127936188236,0.814072954010634,0.771293483754045,0,0.415920155793574,0.779958293884301,1.32850138627171,2
